Date : 2025-04-20 23:09:23
Directory : c:\Users\renren\Desktop\tonoreader\lib
Total : 208 files,  -54159 codes, -2247 comments, -4657 blanks, all -61063 lines

Languages
+------------+------------+------------+------------+------------+------------+
| language   | files      | code       | comment    | blank      | total      |
| ..\android\app\.cxx\RelWithDebInfo\674b2b2g\x86_64\CMakeFiles\3.22.1-g37088a8                                                                                    |          2 |     -1,208 |       -126 |       -262 |     -1,596 |
| ..\android\app\.cxx\RelWithDebInfo\674b2b2g\x86_64\CMakeFiles\3.22.1-g37088a8\CompilerIdC                                                                        |          1 |       -610 |        -62 |       -132 |       -804 |
| ..\android\app\.cxx\RelWithDebInfo\674b2b2g\x86_64\CMakeFiles\3.22.1-g37088a8\CompilerIdCXX                                                                      |          1 |       -598 |        -64 |       -130 |       -792 |
| ..\android\app\src                                                                                                                                               |          7 |        -66 |        -51 |         -9 |       -126 |
| ..\android\app\src\debug                                                                                                                                         |          1 |         -3 |         -4 |         -1 |         -8 |
| ..\android\app\src\main                                                                                                                                          |          5 |        -60 |        -43 |         -7 |       -110 |
| ..\android\app\src\main (Files)                                                                                                                                  |          1 |        -34 |        -11 |         -1 |        -46 |
| ..\android\app\src\main\res                                                                                                                                      |          4 |        -26 |        -32 |         -6 |        -64 |
| ..\android\app\src\main\res\drawable                                                                                                                             |          1 |         -4 |         -7 |         -2 |        -13 |
| ..\android\app\src\main\res\drawable-v21                                                                                                                         |          1 |         -4 |         -7 |         -2 |        -13 |
| ..\android\app\src\main\res\values                                                                                                                               |          1 |         -9 |         -9 |         -1 |        -19 |
| ..\android\app\src\main\res\values-night                                                                                                                         |          1 |         -9 |         -9 |         -1 |        -19 |
| ..\android\app\src\profile                                                                                                                                       |          1 |         -3 |         -4 |         -1 |         -8 |
| ..\android\build                                                                                                                                                 |          1 |       -548 |         -2 |       -114 |       -664 |
| ..\android\build\reports                                                                                                                                         |          1 |       -548 |         -2 |       -114 |       -664 |
| ..\android\build\reports\problems                                                                                                                                |          1 |       -548 |         -2 |       -114 |       -664 |
| ..\android\gradle                                                                                                                                                |          1 |         -5 |          0 |         -1 |         -6 |
| ..\android\gradle\wrapper                                                                                                                                        |          1 |         -5 |          0 |         -1 |         -6 |
| ..\ios                                                                                                                                                           |          8 |       -229 |         -4 |        -13 |       -246 |
| ..\ios\Runner                                                                                                                                                    |          7 |       -222 |         -2 |         -9 |       -233 |
| ..\ios\Runner (Files)                                                                                                                                            |          2 |        -13 |          0 |         -3 |        -16 |
| ..\ios\RunnerTests                                                                                                                                               |          1 |         -7 |         -2 |         -4 |        -13 |
| ..\ios\Runner\Assets.xcassets                                                                                                                                    |          3 |       -148 |          0 |         -4 |       -152 |
| ..\ios\Runner\Assets.xcassets\AppIcon.appiconset                                                                                                                 |          1 |       -122 |          0 |         -1 |       -123 |
| ..\ios\Runner\Assets.xcassets\LaunchImage.imageset                                                                                                               |          2 |        -26 |          0 |         -3 |        -29 |
| ..\ios\Runner\Base.lproj                                                                                                                                         |          2 |        -61 |         -2 |         -2 |        -65 |
| ..\linux                                                                                                                                                         |          5 |       -103 |        -37 |        -45 |       -185 |
| ..\linux\flutter                                                                                                                                                 |          2 |         -8 |         -9 |        -11 |        -28 |
| ..\linux\runner                                                                                                                                                  |          3 |        -95 |        -28 |        -34 |       -157 |
| ..\macos                                                                                                                                                         |          6 |       -451 |         -5 |        -17 |       -473 |
| ..\macos\Flutter                                                                                                                                                 |          1 |        -10 |         -3 |         -4 |        -17 |
| ..\macos\Runner                                                                                                                                                  |          4 |       -434 |          0 |         -9 |       -443 |
| ..\macos\Runner (Files)                                                                                                                                          |          2 |        -23 |          0 |         -7 |        -30 |
| ..\macos\RunnerTests                                                                                                                                             |          1 |         -7 |         -2 |         -4 |        -13 |
| ..\macos\Runner\Assets.xcassets                                                                                                                                  |          1 |        -68 |          0 |         -1 |        -69 |
| ..\macos\Runner\Assets.xcassets\AppIcon.appiconset                                                                                                               |          1 |        -68 |          0 |         -1 |        -69 |
| ..\macos\Runner\Base.lproj                                                                                                                                       |          1 |       -343 |          0 |         -1 |       -344 |
| ..\test                                                                                                                                                          |          1 |        -15 |         -1 |         -2 |        -18 |
| ..\web                                                                                                                                                           |          2 |        -54 |        -15 |         -6 |        -75 |
| ..\windows                                                                                                                                                       |         10 |       -436 |        -94 |       -143 |       -673 |
| ..\windows\flutter                                                                                                                                               |          2 |         -8 |         -9 |        -11 |        -28 |
| ..\windows\runner                                                                                                                                                |          8 |       -428 |        -85 |       -132 |       -645 |
+------------------------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+------------------------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| filename                                                                                                                                                         | language   | code       | comment    | blank      | total      |
+------------------------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| c:\Users\renren\Desktop\tonoreader\README.md                                                                                                                     | Markdown   |        -10 |          0 |         -7 |        -17 |
| c:\Users\renren\Desktop\tonoreader\analysis_options.yaml                                                                                                         | YAML       |         -3 |        -22 |         -4 |        -29 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\1p5l685v\arm64-v8a\.cmake\api\v1\reply\cache-v2-c1caebedae8316a76a5f.json                              | JSON       |     -1,367 |          0 |         -1 |     -1,368 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\1p5l685v\arm64-v8a\.cmake\api\v1\reply\cmakeFiles-v1-d4f71068e835dcd0393c.json                         | JSON       |       -799 |          0 |         -1 |       -800 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\1p5l685v\arm64-v8a\.cmake\api\v1\reply\codemodel-v2-aaed176fdf4e5aa4dcf1.json                          | JSON       |        -43 |          0 |         -1 |        -44 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\1p5l685v\arm64-v8a\.cmake\api\v1\reply\directory-.-Debug-d0094a50bb2071803777.json                     | JSON       |        -14 |          0 |         -1 |        -15 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\1p5l685v\arm64-v8a\.cmake\api\v1\reply\index-2025-04-06T15-38-16-0744.json                             | JSON       |        -92 |          0 |         -1 |        -93 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\1p5l685v\arm64-v8a\CMakeFiles\3.22.1-g37088a8-dirty\CompilerIdCXX\CMakeCXXCompilerId.cpp               | C++        |       -598 |        -64 |       -130 |       -792 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\1p5l685v\arm64-v8a\CMakeFiles\3.22.1-g37088a8-dirty\CompilerIdC\CMakeCCompilerId.c                     | C          |       -610 |        -62 |       -132 |       -804 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\1p5l685v\arm64-v8a\android_gradle_build.json                                                           | JSON       |        -28 |          0 |          0 |        -28 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\1p5l685v\arm64-v8a\android_gradle_build_mini.json                                                      | JSON       |        -20 |          0 |          0 |        -20 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\1p5l685v\arm64-v8a\prefab_config.json                                                                  | JSON       |         -4 |          0 |          0 |         -4 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\1p5l685v\armeabi-v7a\.cmake\api\v1\reply\cache-v2-f35f3216a2f5748a74b1.json                            | JSON       |     -1,367 |          0 |         -1 |     -1,368 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\1p5l685v\armeabi-v7a\.cmake\api\v1\reply\cmakeFiles-v1-4a85ce408ac693f552c4.json                       | JSON       |       -799 |          0 |         -1 |       -800 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\1p5l685v\armeabi-v7a\.cmake\api\v1\reply\codemodel-v2-00b8853fef1a3a231cf8.json                        | JSON       |        -43 |          0 |         -1 |        -44 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\1p5l685v\armeabi-v7a\.cmake\api\v1\reply\directory-.-Debug-d0094a50bb2071803777.json                   | JSON       |        -14 |          0 |         -1 |        -15 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\1p5l685v\armeabi-v7a\.cmake\api\v1\reply\index-2025-04-06T15-38-37-0854.json                           | JSON       |        -92 |          0 |         -1 |        -93 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\1p5l685v\armeabi-v7a\CMakeFiles\3.22.1-g37088a8-dirty\CompilerIdCXX\CMakeCXXCompilerId.cpp             | C++        |       -598 |        -64 |       -130 |       -792 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\1p5l685v\armeabi-v7a\CMakeFiles\3.22.1-g37088a8-dirty\CompilerIdC\CMakeCCompilerId.c                   | C          |       -610 |        -62 |       -132 |       -804 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\1p5l685v\armeabi-v7a\android_gradle_build.json                                                         | JSON       |        -28 |          0 |          0 |        -28 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\1p5l685v\armeabi-v7a\android_gradle_build_mini.json                                                    | JSON       |        -20 |          0 |          0 |        -20 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\1p5l685v\armeabi-v7a\prefab_config.json                                                                | JSON       |         -4 |          0 |          0 |         -4 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\1p5l685v\x86\.cmake\api\v1\reply\cache-v2-05f13f55bcec870fde4d.json                                    | JSON       |     -1,367 |          0 |         -1 |     -1,368 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\1p5l685v\x86\.cmake\api\v1\reply\cmakeFiles-v1-5e1c3eb5ede09a2c5257.json                               | JSON       |       -799 |          0 |         -1 |       -800 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\1p5l685v\x86\.cmake\api\v1\reply\codemodel-v2-bb700728f493d16878c9.json                                | JSON       |        -43 |          0 |         -1 |        -44 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\1p5l685v\x86\.cmake\api\v1\reply\directory-.-Debug-d0094a50bb2071803777.json                           | JSON       |        -14 |          0 |         -1 |        -15 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\1p5l685v\x86\.cmake\api\v1\reply\index-2025-04-06T15-38-40-0307.json                                   | JSON       |        -92 |          0 |         -1 |        -93 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\1p5l685v\x86\CMakeFiles\3.22.1-g37088a8-dirty\CompilerIdCXX\CMakeCXXCompilerId.cpp                     | C++        |       -598 |        -64 |       -130 |       -792 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\1p5l685v\x86\CMakeFiles\3.22.1-g37088a8-dirty\CompilerIdC\CMakeCCompilerId.c                           | C          |       -610 |        -62 |       -132 |       -804 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\1p5l685v\x86\android_gradle_build.json                                                                 | JSON       |        -28 |          0 |          0 |        -28 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\1p5l685v\x86\android_gradle_build_mini.json                                                            | JSON       |        -20 |          0 |          0 |        -20 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\1p5l685v\x86\prefab_config.json                                                                        | JSON       |         -4 |          0 |          0 |         -4 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\1p5l685v\x86_64\.cmake\api\v1\reply\cache-v2-2105bdced1230d9635a2.json                                 | JSON       |     -1,367 |          0 |         -1 |     -1,368 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\1p5l685v\x86_64\.cmake\api\v1\reply\cmakeFiles-v1-126c75c9ad56315cb24c.json                            | JSON       |       -799 |          0 |         -1 |       -800 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\1p5l685v\x86_64\.cmake\api\v1\reply\codemodel-v2-90e935e2d6d21b255ce2.json                             | JSON       |        -43 |          0 |         -1 |        -44 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\1p5l685v\x86_64\.cmake\api\v1\reply\directory-.-Debug-d0094a50bb2071803777.json                        | JSON       |        -14 |          0 |         -1 |        -15 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\1p5l685v\x86_64\.cmake\api\v1\reply\index-2025-04-06T15-38-42-0527.json                                | JSON       |        -92 |          0 |         -1 |        -93 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\1p5l685v\x86_64\CMakeFiles\3.22.1-g37088a8-dirty\CompilerIdCXX\CMakeCXXCompilerId.cpp                  | C++        |       -598 |        -64 |       -130 |       -792 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\1p5l685v\x86_64\CMakeFiles\3.22.1-g37088a8-dirty\CompilerIdC\CMakeCCompilerId.c                        | C          |       -610 |        -62 |       -132 |       -804 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\1p5l685v\x86_64\android_gradle_build.json                                                              | JSON       |        -28 |          0 |          0 |        -28 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\1p5l685v\x86_64\android_gradle_build_mini.json                                                         | JSON       |        -20 |          0 |          0 |        -20 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\1p5l685v\x86_64\prefab_config.json                                                                     | JSON       |         -4 |          0 |          0 |         -4 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\3f3a12l6\arm64-v8a\.cmake\api\v1\reply\cache-v2-ff9d653033a9de634620.json                              | JSON       |     -1,347 |          0 |         -1 |     -1,348 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\3f3a12l6\arm64-v8a\.cmake\api\v1\reply\cmakeFiles-v1-d28f1df79bc7d382edf8.json                         | JSON       |       -184 |          0 |         -1 |       -185 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\3f3a12l6\arm64-v8a\.cmake\api\v1\reply\codemodel-v2-be5b05e6da365f718fa8.json                          | JSON       |        -43 |          0 |         -1 |        -44 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\3f3a12l6\arm64-v8a\.cmake\api\v1\reply\directory-.-Debug-f5ebdc15457944623624.json                     | JSON       |        -14 |          0 |         -1 |        -15 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\3f3a12l6\arm64-v8a\.cmake\api\v1\reply\index-2025-03-16T03-58-39-0711.json                             | JSON       |        -92 |          0 |         -1 |        -93 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\3f3a12l6\arm64-v8a\CMakeFiles\3.22.1-g37088a8\CompilerIdCXX\CMakeCXXCompilerId.cpp                     | C++        |       -598 |        -64 |       -130 |       -792 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\3f3a12l6\arm64-v8a\CMakeFiles\3.22.1-g37088a8\CompilerIdC\CMakeCCompilerId.c                           | C          |       -610 |        -62 |       -132 |       -804 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\3f3a12l6\arm64-v8a\android_gradle_build.json                                                           | JSON       |        -28 |          0 |          0 |        -28 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\3f3a12l6\arm64-v8a\android_gradle_build_mini.json                                                      | JSON       |        -20 |          0 |          0 |        -20 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\3f3a12l6\arm64-v8a\prefab_config.json                                                                  | JSON       |         -4 |          0 |          0 |         -4 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\3f3a12l6\armeabi-v7a\.cmake\api\v1\reply\cache-v2-ac72307cd07b9c896007.json                            | JSON       |     -1,347 |          0 |         -1 |     -1,348 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\3f3a12l6\armeabi-v7a\.cmake\api\v1\reply\cmakeFiles-v1-e94e7d9ac7c9e1dc77dc.json                       | JSON       |       -184 |          0 |         -1 |       -185 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\3f3a12l6\armeabi-v7a\.cmake\api\v1\reply\codemodel-v2-3784e5d4e4f703d12d94.json                        | JSON       |        -43 |          0 |         -1 |        -44 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\3f3a12l6\armeabi-v7a\.cmake\api\v1\reply\directory-.-Debug-f5ebdc15457944623624.json                   | JSON       |        -14 |          0 |         -1 |        -15 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\3f3a12l6\armeabi-v7a\.cmake\api\v1\reply\index-2025-03-16T03-58-43-0206.json                           | JSON       |        -92 |          0 |         -1 |        -93 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\3f3a12l6\armeabi-v7a\CMakeFiles\3.22.1-g37088a8\CompilerIdCXX\CMakeCXXCompilerId.cpp                   | C++        |       -598 |        -64 |       -130 |       -792 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\3f3a12l6\armeabi-v7a\CMakeFiles\3.22.1-g37088a8\CompilerIdC\CMakeCCompilerId.c                         | C          |       -610 |        -62 |       -132 |       -804 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\3f3a12l6\armeabi-v7a\android_gradle_build.json                                                         | JSON       |        -28 |          0 |          0 |        -28 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\3f3a12l6\armeabi-v7a\android_gradle_build_mini.json                                                    | JSON       |        -20 |          0 |          0 |        -20 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\3f3a12l6\armeabi-v7a\prefab_config.json                                                                | JSON       |         -4 |          0 |          0 |         -4 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\3f3a12l6\x86\.cmake\api\v1\reply\cache-v2-0285819a61117c3fea82.json                                    | JSON       |     -1,347 |          0 |         -1 |     -1,348 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\3f3a12l6\x86\.cmake\api\v1\reply\cmakeFiles-v1-b1bc26a2f19561107151.json                               | JSON       |       -184 |          0 |         -1 |       -185 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\3f3a12l6\x86\.cmake\api\v1\reply\codemodel-v2-101d1b28b32b7ae68fda.json                                | JSON       |        -43 |          0 |         -1 |        -44 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\3f3a12l6\x86\.cmake\api\v1\reply\directory-.-Debug-f5ebdc15457944623624.json                           | JSON       |        -14 |          0 |         -1 |        -15 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\3f3a12l6\x86\.cmake\api\v1\reply\index-2025-03-16T03-58-43-0239.json                                   | JSON       |        -92 |          0 |         -1 |        -93 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\3f3a12l6\x86\CMakeFiles\3.22.1-g37088a8\CompilerIdCXX\CMakeCXXCompilerId.cpp                           | C++        |       -598 |        -64 |       -130 |       -792 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\3f3a12l6\x86\CMakeFiles\3.22.1-g37088a8\CompilerIdC\CMakeCCompilerId.c                                 | C          |       -610 |        -62 |       -132 |       -804 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\3f3a12l6\x86\android_gradle_build.json                                                                 | JSON       |        -28 |          0 |          0 |        -28 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\3f3a12l6\x86\android_gradle_build_mini.json                                                            | JSON       |        -20 |          0 |          0 |        -20 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\3f3a12l6\x86\prefab_config.json                                                                        | JSON       |         -4 |          0 |          0 |         -4 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\3f3a12l6\x86_64\.cmake\api\v1\reply\cache-v2-d2e9f7dffa410079645d.json                                 | JSON       |     -1,347 |          0 |         -1 |     -1,348 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\3f3a12l6\x86_64\.cmake\api\v1\reply\cmakeFiles-v1-2ed191076771ea78c03f.json                            | JSON       |       -184 |          0 |         -1 |       -185 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\3f3a12l6\x86_64\.cmake\api\v1\reply\codemodel-v2-15a05fe963b9eaab22aa.json                             | JSON       |        -43 |          0 |         -1 |        -44 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\3f3a12l6\x86_64\.cmake\api\v1\reply\directory-.-Debug-f5ebdc15457944623624.json                        | JSON       |        -14 |          0 |         -1 |        -15 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\3f3a12l6\x86_64\.cmake\api\v1\reply\index-2025-03-16T03-58-43-0271.json                                | JSON       |        -92 |          0 |         -1 |        -93 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\3f3a12l6\x86_64\CMakeFiles\3.22.1-g37088a8\CompilerIdCXX\CMakeCXXCompilerId.cpp                        | C++        |       -598 |        -64 |       -130 |       -792 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\3f3a12l6\x86_64\CMakeFiles\3.22.1-g37088a8\CompilerIdC\CMakeCCompilerId.c                              | C          |       -610 |        -62 |       -132 |       -804 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\3f3a12l6\x86_64\android_gradle_build.json                                                              | JSON       |        -28 |          0 |          0 |        -28 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\3f3a12l6\x86_64\android_gradle_build_mini.json                                                         | JSON       |        -20 |          0 |          0 |        -20 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\3f3a12l6\x86_64\prefab_config.json                                                                     | JSON       |         -4 |          0 |          0 |         -4 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\s6f3m2v2\arm64-v8a\.cmake\api\v1\reply\cache-v2-2b747340aaa534eba955.json                              | JSON       |     -1,367 |          0 |         -1 |     -1,368 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\s6f3m2v2\arm64-v8a\.cmake\api\v1\reply\cmakeFiles-v1-85c667ee9876066a3d2b.json                         | JSON       |       -799 |          0 |         -1 |       -800 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\s6f3m2v2\arm64-v8a\.cmake\api\v1\reply\codemodel-v2-62f0e8de0ba5fc90884a.json                          | JSON       |        -43 |          0 |         -1 |        -44 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\s6f3m2v2\arm64-v8a\.cmake\api\v1\reply\directory-.-Debug-d0094a50bb2071803777.json                     | JSON       |        -14 |          0 |         -1 |        -15 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\s6f3m2v2\arm64-v8a\.cmake\api\v1\reply\index-2025-04-07T08-40-07-0732.json                             | JSON       |        -92 |          0 |         -1 |        -93 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\s6f3m2v2\arm64-v8a\CMakeFiles\3.22.1-g37088a8-dirty\CompilerIdCXX\CMakeCXXCompilerId.cpp               | C++        |       -598 |        -64 |       -130 |       -792 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\s6f3m2v2\arm64-v8a\CMakeFiles\3.22.1-g37088a8-dirty\CompilerIdC\CMakeCCompilerId.c                     | C          |       -610 |        -62 |       -132 |       -804 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\s6f3m2v2\arm64-v8a\android_gradle_build.json                                                           | JSON       |        -28 |          0 |          0 |        -28 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\s6f3m2v2\arm64-v8a\android_gradle_build_mini.json                                                      | JSON       |        -20 |          0 |          0 |        -20 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\s6f3m2v2\arm64-v8a\prefab_config.json                                                                  | JSON       |         -4 |          0 |          0 |         -4 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\s6f3m2v2\armeabi-v7a\.cmake\api\v1\reply\cache-v2-37365f143777beb834be.json                            | JSON       |     -1,367 |          0 |         -1 |     -1,368 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\s6f3m2v2\armeabi-v7a\.cmake\api\v1\reply\cmakeFiles-v1-3bbe51d5b60d92707dfc.json                       | JSON       |       -799 |          0 |         -1 |       -800 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\s6f3m2v2\armeabi-v7a\.cmake\api\v1\reply\codemodel-v2-6d2d0bc1096a2b613712.json                        | JSON       |        -43 |          0 |         -1 |        -44 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\s6f3m2v2\armeabi-v7a\.cmake\api\v1\reply\directory-.-Debug-d0094a50bb2071803777.json                   | JSON       |        -14 |          0 |         -1 |        -15 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\s6f3m2v2\armeabi-v7a\.cmake\api\v1\reply\index-2025-04-07T08-40-08-0516.json                           | JSON       |        -92 |          0 |         -1 |        -93 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\s6f3m2v2\armeabi-v7a\CMakeFiles\3.22.1-g37088a8-dirty\CompilerIdCXX\CMakeCXXCompilerId.cpp             | C++        |       -598 |        -64 |       -130 |       -792 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\s6f3m2v2\armeabi-v7a\CMakeFiles\3.22.1-g37088a8-dirty\CompilerIdC\CMakeCCompilerId.c                   | C          |       -610 |        -62 |       -132 |       -804 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\s6f3m2v2\armeabi-v7a\android_gradle_build.json                                                         | JSON       |        -28 |          0 |          0 |        -28 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\s6f3m2v2\armeabi-v7a\android_gradle_build_mini.json                                                    | JSON       |        -20 |          0 |          0 |        -20 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\s6f3m2v2\armeabi-v7a\prefab_config.json                                                                | JSON       |         -4 |          0 |          0 |         -4 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\s6f3m2v2\x86\.cmake\api\v1\reply\cache-v2-4f7b15f0fc7e680144da.json                                    | JSON       |     -1,367 |          0 |         -1 |     -1,368 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\s6f3m2v2\x86\.cmake\api\v1\reply\cmakeFiles-v1-e3d7629d61b8b459ac59.json                               | JSON       |       -799 |          0 |         -1 |       -800 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\s6f3m2v2\x86\.cmake\api\v1\reply\codemodel-v2-b6f2be8104974e97cd53.json                                | JSON       |        -43 |          0 |         -1 |        -44 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\s6f3m2v2\x86\.cmake\api\v1\reply\directory-.-Debug-d0094a50bb2071803777.json                           | JSON       |        -14 |          0 |         -1 |        -15 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\s6f3m2v2\x86\.cmake\api\v1\reply\index-2025-04-07T08-40-09-0217.json                                   | JSON       |        -92 |          0 |         -1 |        -93 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\s6f3m2v2\x86\CMakeFiles\3.22.1-g37088a8-dirty\CompilerIdCXX\CMakeCXXCompilerId.cpp                     | C++        |       -598 |        -64 |       -130 |       -792 |
